,chopstick_male,chopstick_female,tuple,average_male,average_female,female-male
0,1.179768,1.0823215,"('unsociable', 'sociable')",1.179768,1.0823215,-0.0974465
1,0.11130943,0.09393412,"('unfriendly', 'friendly')",0.1113094,0.0939341,-0.0173753
2,-0.13745964,-0.066272065,"('unlikable', 'likable')",-0.1374596,-0.0662721,0.0711875
3,-0.8117565,-0.5171721,"('repellent', 'pleasant')",-0.8117565,-0.5171721,0.2945844
4,-3.1287093,-3.252942,"('disliked', 'liked')",-3.1287093,-3.2529421,-0.1242328
5,-1.0492201,-1.0812287,"('distant', 'outgoing')",-1.0492201,-1.0812287,-0.0320086
6,-0.99579406,-1.0766565,"('distant', 'open')",-0.9957941,-1.0766565,-0.0808624
7,0.36621386,0.48383513,"('insensitive', 'sensitive')",0.3662139,0.4838351,0.1176212
8,0.47660422,0.37884524,"('unaffectionate', 'affectionate')",0.4766042,0.3788452,-0.097759
9,0.6595203,0.59409094,"('unaffectionate', 'caring')",0.6595203,0.5940909,-0.0654294
10,0.34886298,0.29919916,"('unsympathetic', 'sympathetic')",0.348863,0.2991992,-0.0496638
11,0.7728686,0.89825875,"('unhelpful', 'helpful')",0.7728686,0.8982587,0.1253901
12,-0.82074744,-0.7185786,"('unsupportive', 'supportive')",-0.8207474,-0.7185786,0.1021688
13,0.8451398,0.74006075,"('impolite', 'polite')",0.8451398,0.7400607,-0.1050791
14,0.34239426,0.31279704,"('antisocial', 'social')",0.3423943,0.312797,-0.0295973
15,0.59699863,0.44821763,"('boring', 'funny')",0.5969986,0.4482176,-0.148781
16,-1.1862923,-1.1108258,"('unpopular', 'popular')",-1.1862923,-1.1108258,0.0754665
17,-1.2377834,-1.1658784,"('nasty', 'nice')",-1.2377834,-1.1658784,0.071905
18,-0.8336766,-0.68794656,"('disagreeable', 'welcoming')",-0.8336766,-0.6879466,0.14573
19,-0.12906687,-0.19544841,"('inhospitable', 'hospitable')",-0.1290669,-0.1954484,-0.0663815
20,-0.5071275,-0.3465735,"('rough', 'thoughtful')",-0.5071275,-0.3465735,0.160554
21,0.4527648,0.61638224,"('immoral', 'moral')",0.4527648,0.6163822,0.1636174
22,0.2036759,0.22853208,"('untrustworthy', 'trustworthy')",0.2036759,0.2285321,0.0248562
23,2.7287297,2.8935814,"('insincere', 'sincere')",2.7287297,2.8935814,0.1648517
24,0.5312832,0.49821547,"('dishonest', 'honest')",0.5312832,0.4982155,-0.0330677
25,0.65828204,0.7198733,"('egoistic', 'altruistic')",0.658282,0.7198733,0.0615913
26,0.13035288,-0.032327008,"('hardhearted', 'benevolent')",0.1303529,-0.032327,-0.1626799
27,-0.080147445,-0.14104153,"('hardhearted', 'softhearted')",-0.0801474,-0.1410415,-0.0608941
28,0.66339207,0.5958214,"('disloyal', 'loyal')",0.6633921,0.5958214,-0.0675707
29,-0.541255,-0.5943642,"('unfair', 'fair')",-0.541255,-0.5943642,-0.0531092
30,0.56381464,0.52866256,"('intolerant', 'tolerant')",0.5638146,0.5286626,-0.035152
31,-1.8865087,-1.893662,"('evil', 'good')",-1.8865087,-1.893662,-0.0071533
32,0.8908177,0.8151643,"('unkind', 'kind')",0.8908177,0.8151643,-0.0756534
33,-0.095360324,-0.17455955,"('wrong', 'right')",-0.0953603,-0.1745595,-0.0791992
34,1.296988,1.6329421,"('mean', 'honorable')",1.296988,1.6329421,0.3359541
35,-0.44311154,-0.62197196,"('corrupt', 'incorrupt')",-0.4431115,-0.621972,-0.1788605
36,-0.7634921,-0.9520542,"('hostile', 'amicable')",-0.7634921,-0.9520542,-0.1885621
37,0.7574118,0.74737555,"('fake', 'genuine')",0.7574118,0.7473755,-0.0100363
38,0.31924334,0.18691204,"('untruthful', 'truthful')",0.3192433,0.186912,-0.1323313
39,-0.13587497,0.13341808,"('exploitative', 'cooperative')",-0.135875,0.1334181,0.2692931
40,-2.9453938,-2.8627307,"('stingy', 'generous')",-2.9453938,-2.8627307,0.0826631
41,-0.21457024,-0.26117805,"('unforgiving', 'forgiving')",-0.2145702,-0.261178,-0.0466078
42,-1.3913695,-1.38194,"('unreliable', 'reliable')",-1.3913695,-1.38194,0.0094295
43,0.39069083,0.3853942,"('irresponsible', 'responsible')",0.3906908,0.3853942,-0.0052966
44,-1.2770529,-1.2188053,"('prejudiced', 'unprejudiced')",-1.2770529,-1.2188053,0.0582476
45,1.0379817,0.9092634,"('incompetent', 'competent')",1.0379817,0.9092634,-0.1287183
46,0.45334706,0.49434257,"('uncompetitive', 'competitive')",0.4533471,0.4943426,0.0409955
47,2.1337814,2.2177258,"('stupid', 'smart')",2.1337814,2.2177258,0.0839444
48,-0.0076412484,0.13751283,"('unintelligent', 'intelligent')",-0.0076412,0.1375128,0.145154
49,0.26511675,0.35475037,"('unable', 'able')",0.2651168,0.3547504,0.0896336
50,0.21468289,0.07674475,"('clumsy', 'skillful')",0.2146829,0.0767448,-0.1379381
51,0.24788828,0.2770009,"('uneducated', 'educated')",0.2478883,0.2770009,0.0291126
52,-1.1433852,-1.3020259,"('irrational', 'rational')",-1.1433852,-1.3020259,-0.1586407
53,0.28010324,0.20130002,"('uncreative', 'creative')",0.2801032,0.2013,-0.0788032
54,0.62313396,0.4860046,"('incapable', 'capable')",0.623134,0.4860046,-0.1371294
55,1.3910179,1.5150316,"('incompetent', 'clever')",1.3910179,1.5150316,0.1240137
56,1.006358,1.0441831,"('impractical', 'practical')",1.006358,1.0441831,0.0378251
57,-0.6309239,-0.8275005,"('unimaginative', 'imaginative')",-0.6309239,-0.8275005,-0.1965766
58,0.72364765,0.499848,"('undiscriminating', 'discriminating')",0.7236477,0.499848,-0.2237997
59,-1.1604406,-1.3393121,"('foolish', 'wise')",-1.1604406,-1.3393121,-0.1788715
60,1.9129387,2.1260772,"('inefficient', 'efficient')",1.9129387,2.1260772,0.2131385
61,0.95512104,0.8688827,"('illogical', 'logical')",0.955121,0.8688827,-0.0862383
62,0.6836887,0.84301376,"('incompetent', 'brilliant')",0.6836887,0.8430138,0.1593251
63,0.44769827,0.5094857,"('unperceptive', 'insightful')",0.4476983,0.5094857,0.0617874
64,-3.0602393,-3.1607552,"('shy', 'confident')",-3.0602393,-3.1607552,-0.1005159
65,0.2627888,0.29543525,"('insecure', 'secure')",0.2627888,0.2954352,0.0326464
66,-0.9490363,-1.1867574,"('inactive', 'active')",-0.9490363,-1.1867574,-0.2377211
67,0.20621616,0.11111789,"('doubtful', 'determined')",0.2062162,0.1111179,-0.0950983
68,-0.34531528,-0.2952765,"('dependent', 'independent')",-0.3453153,-0.2952765,0.0500388
69,-1.244352,-1.3246917,"('lazy', 'industrious')",-1.244352,-1.3246917,-0.0803397
70,0.4015596,0.41031963,"('lethargic', 'energetic')",0.4015596,0.4103196,0.00876
71,0.18712579,0.28267735,"('diffident', 'self-confident')",0.1871258,0.2826774,0.0955516
72,-0.4584076,-0.47624546,"('unambitious', 'ambitious')",-0.4584076,-0.4762455,-0.0178379
73,-1.4104726,-1.3875698,"('helpless', 'self-reliant')",-1.4104726,-1.3875698,0.0229028
74,0.8161414,0.72902775,"('undedicated', 'dedicated')",0.8161414,0.7290277,-0.0871137
75,-0.5556032,-0.6793505,"('meek', 'impulsive')",-0.5556032,-0.6793505,-0.1237473
76,0.79257596,0.78986937,"('anxious', 'daring')",0.792576,0.7898694,-0.0027066
77,0.083923385,0.2484455,"('unmotivated', 'motivated')",0.0839234,0.2484455,0.1645221
78,0.12551914,0.2890998,"('nonresilient', 'resilient')",0.1255191,0.2890998,0.1635807
79,-0.7663868,-0.92320794,"('wavering', 'unwavering')",-0.7663868,-0.9232079,-0.1568211
80,0.15995263,0.1961494,"('dominated', 'dominating')",0.1599526,0.1961494,0.0361968
81,0.3918062,0.44729924,"('submissive', 'aggressive')",0.3918062,0.4472992,0.055493
82,2.483158,2.6412947,"('poor', 'rich')",2.4831581,2.6412947,0.1581366
83,-0.46373224,-0.4757655,"('powerless', 'powerful')",-0.4637322,-0.4757655,-0.0120333
84,0.23911524,0.19319598,"('inferior', 'superior')",0.2391152,0.193196,-0.0459192
85,-1.1807511,-1.1742629,"('insignificant', 'prestigious')",-1.1807511,-1.1742629,0.0064882
86,0.43534794,0.28857017,"('uninfluential', 'influential')",0.4353479,0.2885702,-0.1467777
87,0.83666533,0.7976913,"('unsuccessful', 'successful')",0.8366653,0.7976913,-0.038974
88,-0.23547447,-0.25106865,"('low', 'eminent')",-0.2354745,-0.2510687,-0.0155942
