,swell_male,swell_female,tuple,average_male,average_female,female-male
0,-0.040241636,-0.020341204,"('unsociable', 'sociable')",-0.0402416,-0.0203412,0.0199004
1,0.7858411,0.80997807,"('unfriendly', 'friendly')",0.7858411,0.8099781,0.024137
2,-0.08726611,0.008457823,"('unlikable', 'likable')",-0.0872661,0.0084578,0.0957239
3,1.0675285,1.1438009,"('repellent', 'pleasant')",1.0675285,1.1438009,0.0762724
4,-7.134429,-7.3104615,"('disliked', 'liked')",-7.134429,-7.3104615,-0.1760325
5,-0.9023275,-0.8873781,"('distant', 'outgoing')",-0.9023275,-0.8873781,0.0149494
6,-0.28407732,-0.33671215,"('distant', 'open')",-0.2840773,-0.3367122,-0.0526349
7,0.7054648,0.7799067,"('insensitive', 'sensitive')",0.7054648,0.7799067,0.0744419
8,0.6155748,0.5687364,"('unaffectionate', 'affectionate')",0.6155748,0.5687364,-0.0468384
9,0.82938284,0.86322355,"('unaffectionate', 'caring')",0.8293828,0.8632236,0.0338408
10,0.9824236,1.0302558,"('unsympathetic', 'sympathetic')",0.9824236,1.0302558,0.0478322
11,1.2389418,1.263307,"('unhelpful', 'helpful')",1.2389418,1.263307,0.0243652
12,-2.1276505,-2.1346939,"('unsupportive', 'supportive')",-2.1276505,-2.1346939,-0.0070434
13,-0.37098092,-0.32968518,"('impolite', 'polite')",-0.3709809,-0.3296852,0.0412957
14,0.5108484,0.47121733,"('antisocial', 'social')",0.5108484,0.4712173,-0.0396311
15,8.290634e-06,-0.0464721,"('boring', 'funny')",8.3e-06,-0.0464721,-0.0464804
16,-0.58314407,-0.5869979,"('unpopular', 'popular')",-0.5831441,-0.5869979,-0.0038538
17,-0.10819927,-0.08253671,"('nasty', 'nice')",-0.1081993,-0.0825367,0.0256626
18,-0.3464361,-0.38703966,"('disagreeable', 'welcoming')",-0.3464361,-0.3870397,-0.0406036
19,-1.0695542,-1.1215448,"('inhospitable', 'hospitable')",-1.0695542,-1.1215448,-0.0519906
20,1.0732771,1.0440675,"('rough', 'thoughtful')",1.0732771,1.0440675,-0.0292096
21,-0.26080668,-0.13877434,"('immoral', 'moral')",-0.2608067,-0.1387743,0.1220324
22,-0.123367615,-0.1296107,"('untrustworthy', 'trustworthy')",-0.1233676,-0.1296107,-0.0062431
23,5.84638,5.9745374,"('insincere', 'sincere')",5.8463802,5.9745374,0.1281572
24,1.2734195,1.2408305,"('dishonest', 'honest')",1.2734195,1.2408305,-0.032589
25,0.7822199,0.72823024,"('egoistic', 'altruistic')",0.7822199,0.7282302,-0.0539897
26,0.9169807,0.8358863,"('hardhearted', 'benevolent')",0.9169807,0.8358863,-0.0810944
27,1.7059813,1.5347191,"('hardhearted', 'softhearted')",1.7059813,1.5347191,-0.1712622
28,0.8271428,0.8125998,"('disloyal', 'loyal')",0.8271428,0.8125998,-0.014543
29,-0.47321385,-0.5697714,"('unfair', 'fair')",-0.4732139,-0.5697714,-0.0965575
30,1.0007722,1.0287795,"('intolerant', 'tolerant')",1.0007722,1.0287795,0.0280073
31,-1.2941786,-1.2863464,"('evil', 'good')",-1.2941786,-1.2863464,0.0078322
32,0.90602845,0.846245,"('unkind', 'kind')",0.9060284,0.846245,-0.0597834
33,-0.68079233,-0.7502888,"('wrong', 'right')",-0.6807923,-0.7502888,-0.0694965
34,4.118357,4.293472,"('mean', 'honorable')",4.1183572,4.2934718,0.1751146
35,-0.79286003,-1.0479698,"('corrupt', 'incorrupt')",-0.79286,-1.0479698,-0.2551098
36,-0.78221923,-0.86008066,"('hostile', 'amicable')",-0.7822192,-0.8600807,-0.0778615
37,0.75547534,0.77065235,"('fake', 'genuine')",0.7554753,0.7706524,0.0151771
38,-0.71436715,-0.6980875,"('untruthful', 'truthful')",-0.7143672,-0.6980875,0.0162797
39,0.46028653,0.45274103,"('exploitative', 'cooperative')",0.4602865,0.452741,-0.0075455
40,-1.0834216,-1.2485441,"('stingy', 'generous')",-1.0834216,-1.2485441,-0.1651225
41,0.112849236,0.11740896,"('unforgiving', 'forgiving')",0.1128492,0.117409,0.0045598
42,-1.9421966,-2.0361266,"('unreliable', 'reliable')",-1.9421966,-2.0361266,-0.09393
43,0.6155098,0.67768496,"('irresponsible', 'responsible')",0.6155098,0.677685,0.0621752
44,-0.48347783,-0.53435844,"('prejudiced', 'unprejudiced')",-0.4834778,-0.5343584,-0.0508806
45,0.08915314,0.075029485,"('incompetent', 'competent')",0.0891531,0.0750295,-0.0141236
46,-0.26283285,-0.2581385,"('uncompetitive', 'competitive')",-0.2628329,-0.2581385,0.0046944
47,4.859244,5.0369062,"('stupid', 'smart')",4.8592439,5.0369062,0.1776623
48,0.16543408,0.21335965,"('unintelligent', 'intelligent')",0.1654341,0.2133597,0.0479256
49,-0.19696686,-0.06264061,"('unable', 'able')",-0.1969669,-0.0626406,0.1343263
50,-0.43692702,-0.4743434,"('clumsy', 'skillful')",-0.436927,-0.4743434,-0.0374164
51,0.4512271,0.36488524,"('uneducated', 'educated')",0.4512271,0.3648852,-0.0863419
52,-0.5069651,-0.6342538,"('irrational', 'rational')",-0.5069651,-0.6342538,-0.1272887
53,-0.20229669,-0.21645154,"('uncreative', 'creative')",-0.2022967,-0.2164515,-0.0141548
54,0.60848004,0.6795837,"('incapable', 'capable')",0.60848,0.6795837,0.0711037
55,0.8047931,0.86116314,"('incompetent', 'clever')",0.8047931,0.8611631,0.05637
56,0.24756251,0.22020707,"('impractical', 'practical')",0.2475625,0.2202071,-0.0273554
57,-2.427243,-2.4654572,"('unimaginative', 'imaginative')",-2.427243,-2.4654572,-0.0382142
58,-0.016161337,-0.005158581,"('undiscriminating', 'discriminating')",-0.0161613,-0.0051586,0.0110027
59,-0.415563,-0.43988675,"('foolish', 'wise')",-0.415563,-0.4398867,-0.0243237
60,0.29990256,0.45109499,"('inefficient', 'efficient')",0.2999026,0.451095,0.1511924
61,0.0036838073,-0.06689592,"('illogical', 'logical')",0.0036838,-0.0668959,-0.0705797
62,0.28922883,0.3731327,"('incompetent', 'brilliant')",0.2892288,0.3731327,0.0839039
63,-0.44065702,-0.36196733,"('unperceptive', 'insightful')",-0.440657,-0.3619673,0.0786897
64,-5.8191733,-5.8685236,"('shy', 'confident')",-5.8191733,-5.8685236,-0.0493503
65,0.6303805,0.71561563,"('insecure', 'secure')",0.6303805,0.7156156,0.0852351
66,0.06529378,-0.08066419,"('inactive', 'active')",0.0652938,-0.0806642,-0.145958
67,-0.7059708,-0.66164863,"('doubtful', 'determined')",-0.7059708,-0.6616486,0.0443222
68,-0.8158423,-0.8278744,"('dependent', 'independent')",-0.8158423,-0.8278744,-0.0120321
69,-2.0015397,-2.0746295,"('lazy', 'industrious')",-2.0015397,-2.0746295,-0.0730898
70,1.4785734,1.4467984,"('lethargic', 'energetic')",1.4785734,1.4467984,-0.031775
71,0.39284366,0.34998307,"('diffident', 'self-confident')",0.3928437,0.3499831,-0.0428606
72,0.5796188,0.68186414,"('unambitious', 'ambitious')",0.5796188,0.6818641,0.1022453
73,-2.9803128,-3.009616,"('helpless', 'self-reliant')",-2.9803128,-3.0096159,-0.0293031
74,0.054387577,-0.08107358,"('undedicated', 'dedicated')",0.0543876,-0.0810736,-0.1354612
75,-0.4862134,-0.43902504,"('meek', 'impulsive')",-0.4862134,-0.439025,0.0471884
76,0.72756594,0.76828283,"('anxious', 'daring')",0.7275659,0.7682828,0.0407169
77,-1.4324969,-1.2548858,"('unmotivated', 'motivated')",-1.4324969,-1.2548858,0.1776111
78,-1.0005457,-0.9983429,"('nonresilient', 'resilient')",-1.0005457,-0.9983429,0.0022028
79,-0.5262523,-0.5466484,"('wavering', 'unwavering')",-0.5262523,-0.5466484,-0.0203961
80,-0.25233302,-0.32174897,"('dominated', 'dominating')",-0.252333,-0.321749,-0.069416
81,0.21463385,0.284832,"('submissive', 'aggressive')",0.2146339,0.284832,0.0701981
82,5.8468843,6.0239,"('poor', 'rich')",5.8468843,6.0239,0.1770157
83,-0.40433523,-0.42210066,"('powerless', 'powerful')",-0.4043352,-0.4221007,-0.0177655
84,0.35207713,0.37491757,"('inferior', 'superior')",0.3520771,0.3749176,0.0228405
85,-0.77870005,-0.89020395,"('insignificant', 'prestigious')",-0.7787001,-0.890204,-0.1115039
86,0.14920336,0.12435614,"('uninfluential', 'influential')",0.1492034,0.1243561,-0.0248473
87,-0.83368355,-0.7557189,"('unsuccessful', 'successful')",-0.8336836,-0.7557189,0.0779647
88,0.0067618005,-0.044277906,"('low', 'eminent')",0.0067618,-0.0442779,-0.0510397
