,franklin_male,franklin_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
36,-1.9976006,-2.2685766,"('hostile', 'amicable')",-2.2533736,-2.469013,-0.5563023,-0.5992252,-1.6024256,-1.7789383,0.1765127
16,-1.8257616,-1.6697204,"('unpopular', 'popular')",0.11966446,0.08200232,0.26925114,0.2664584,-0.4789487,-0.4404199,-0.0385288
56,1.7884973,1.7085785,"('impractical', 'practical')",0.8053632,0.8651848,0.30036515,0.18409714,0.9647419,0.9192868,0.0454551
6,-1.7874116,-1.840636,"('distant', 'open')",-1.4203696,-1.4947028,-0.27214006,-0.0059004277,-1.1599738,-1.1137464,-0.0462274
62,1.6507858,1.8599038,"('incompetent', 'brilliant')",0.46727288,0.7064759,0.23470822,0.49822143,0.7842557,1.0215337,-0.237278
60,1.5583794,1.4465626,"('inefficient', 'efficient')",0.9151507,1.0903441,0.4980348,0.5796997,0.9905216,1.0388688,-0.0483472
39,1.5433877,1.2571658,"('exploitative', 'cooperative')",-0.04942991,-0.08606152,-0.2534416,-0.2551705,0.4135054,0.3053113,0.1081941
31,-1.5188028,-1.2373282,"('evil', 'good')",-1.128924,-1.1263729,-2.0575268,-1.6248001,-1.5684179,-1.3295004,-0.2389175
76,1.4906042,1.0292269,"('anxious', 'daring')",0.39223078,0.42701542,1.1102959,0.7672391,0.9977102,0.7411605,0.2565497
4,-1.4740328,-1.3040613,"('disliked', 'liked')",-0.3696269,-0.42053375,-6.2283964,-5.9804296,-2.6906853,-2.5683416,-0.1223437
81,1.3486161,1.1378776,"('submissive', 'aggressive')",1.7687718,1.7071776,0.3099328,0.18084803,1.1424402,1.0086344,0.1338058
0,-1.2406617,-1.532809,"('unsociable', 'sociable')",-0.14700243,-0.23292182,-0.6122156,-0.6568211,-0.6666266,-0.8075173,0.1408907
73,1.1932774,1.3568283,"('helpless', 'self-reliant')",0.72064805,0.6217548,-3.4155855,-3.1704934,-0.5005534,-0.3973034,-0.10325
24,1.1669991,1.362967,"('dishonest', 'honest')",-0.0042996556,0.14280967,0.8138077,0.8719874,0.6588357,0.792588,-0.1337523
80,1.1604129,1.1650645,"('dominated', 'dominating')",0.43427414,0.5208327,-0.4227537,-0.6314826,0.3906444,0.3514715,0.0391729
30,1.1531205,1.167029,"('intolerant', 'tolerant')",1.5553849,1.6018319,1.1075728,1.2430458,1.2720261,1.3373022,-0.0652761
5,-1.1502562,-1.2143987,"('distant', 'outgoing')",-0.8436677,-0.91506094,-0.75456345,-0.3380155,-0.9161625,-0.8224917,-0.0936708
85,-1.117819,-1.2009574,"('insignificant', 'prestigious')",0.13296857,0.02697967,-0.35404238,-0.201895,-0.4462976,-0.4586242,0.0123266
41,-1.0901742,-0.9154915,"('unforgiving', 'forgiving')",-0.45769525,-0.42922577,-0.28469476,-0.19702986,-0.6108547,-0.5139157,-0.096939
19,-1.0366783,-1.0995986,"('inhospitable', 'hospitable')",-1.653553,-1.6593665,-0.5662173,-0.30517387,-1.0854829,-1.0213796,-0.0641033
65,0.927901,0.47956422,"('insecure', 'secure')",0.043800373,-0.025535453,-0.0093876645,-0.16706651,0.3207712,0.0956541,0.2251171
52,-0.8911183,-1.0512685,"('irrational', 'rational')",-0.68924576,-0.8140971,-1.0268527,-0.8439562,-0.8690723,-0.9031072,0.0340349
72,0.8878771,0.9062377,"('unambitious', 'ambitious')",0.68971956,0.72580886,-1.1109959,-0.89205676,0.1555336,0.2466633,-0.0911297
11,0.8859352,0.9545752,"('unhelpful', 'helpful')",0.9284456,0.98445666,2.4762595,2.4485095,1.4302135,1.4625138,-0.0323003
88,0.8841904,0.6463202,"('low', 'eminent')",0.14742152,0.13243407,0.22516486,0.25755036,0.4189256,0.3454349,0.0734907
33,0.8482885,0.85715926,"('wrong', 'right')",0.8741189,0.7767837,-1.1989537,-0.9173091,0.1744845,0.238878,-0.0643935
12,0.8274344,1.0064205,"('unsupportive', 'supportive')",0.5562743,0.68724245,-1.6819077,-1.3908056,-0.0993996,0.1009524,-0.200352
74,0.82380015,0.8297933,"('undedicated', 'dedicated')",0.48707578,0.5342552,-0.059723597,-0.023081895,0.4170508,0.4469889,-0.0299381
9,0.8229398,1.0660908,"('unaffectionate', 'caring')",0.2488479,0.47626013,0.28049225,0.79112977,0.45076,0.7778269,-0.3270669
87,0.7844528,0.33705452,"('unsuccessful', 'successful')",1.0346264,0.89365834,0.65788853,0.6839922,0.8256559,0.638235,0.1874209
48,0.77700645,0.9365356,"('unintelligent', 'intelligent')",0.88372785,1.1052148,0.60335547,0.762052,0.7546966,0.9346008,-0.1799042
17,-0.7643058,-0.7100686,"('nasty', 'nice')",0.09584241,0.23595485,-0.74761623,-0.66885805,-0.4720265,-0.3809906,-0.0910359
61,0.7563775,0.70490384,"('illogical', 'logical')",0.42405966,0.4141475,-0.019092226,0.025966687,0.387115,0.3816727,0.0054423
21,0.7428505,0.6774328,"('immoral', 'moral')",1.109244,1.1455785,-0.12253509,-0.32458928,0.5765198,0.499474,0.0770458
55,0.7297219,0.6277772,"('incompetent', 'clever')",-0.08805165,-0.058960997,0.20395122,0.015265914,0.2818738,0.1946941,0.0871797
37,0.69632506,0.7062136,"('fake', 'genuine')",0.09686947,0.17590204,0.34208035,0.5397336,0.378425,0.4739498,-0.0955248
43,0.68204254,0.6828814,"('irresponsible', 'responsible')",-0.46585107,-0.41527954,0.45720196,0.37947756,0.2244645,0.2156932,0.0087713
53,0.676429,0.84524554,"('uncreative', 'creative')",0.043817658,0.17980431,0.7435416,0.9058672,0.4879294,0.643639,-0.1557096
7,0.6735401,0.7022349,"('insensitive', 'sensitive')",0.71972376,0.8445634,0.4839014,0.6628755,0.6257217,0.736558,-0.1108363
71,0.6680366,0.5406207,"('diffident', 'self-confident')",1.2418383,1.2828953,0.22967751,0.36093968,0.7131841,0.7281519,-0.0149678
23,0.65816957,0.76135325,"('insincere', 'sincere')",0.5725994,0.805164,5.7178307,5.680493,2.3161999,2.4156701,-0.0994702
1,-0.65469706,-0.41368604,"('unfriendly', 'friendly')",0.044268884,0.1848675,0.66207236,1.1952897,0.0172147,0.3221571,-0.3049424
45,-0.65072846,-0.289621,"('incompetent', 'competent')",-0.5559713,-0.37905517,-0.45845124,-0.27978516,-0.5550504,-0.3161538,-0.2388966
44,-0.6163856,-1.0120944,"('prejudiced', 'unprejudiced')",-0.51669186,-0.73662466,-1.0942168,-1.3590082,-0.7424314,-1.035909,0.2934776
84,0.5920442,0.5242987,"('inferior', 'superior')",1.2094824,1.2563319,0.97778577,1.0622526,0.9264375,0.9476277,-0.0211902
27,-0.563048,-0.55495715,"('hardhearted', 'softhearted')",-0.32799754,-0.3090156,0.82576084,1.2156956,-0.0217616,0.1172409,-0.1390025
42,0.53157103,0.35172954,"('unreliable', 'reliable')",-0.101890884,-0.086909495,-2.6333718,-2.482931,-0.7345639,-0.7393703,0.0048064
15,-0.49740782,-0.7913104,"('boring', 'funny')",-0.7901523,-0.9248515,0.043262795,0.17448711,-0.4147658,-0.5138916,0.0991258
78,-0.49115092,-0.43089658,"('nonresilient', 'resilient')",0.074630365,0.20039752,0.6908398,0.6789712,0.0914398,0.1494907,-0.0580509
35,-0.47962114,-0.49578923,"('corrupt', 'incorrupt')",-1.0395474,-1.0970032,-0.6887771,-0.658836,-0.7359819,-0.7505428,0.0145609
8,-0.44965678,-0.40780008,"('unaffectionate', 'affectionate')",-0.81390613,-0.7573754,-0.41131586,0.03966187,-0.5582929,-0.3751712,-0.1831217
18,-0.42974025,-0.63520294,"('disagreeable', 'welcoming')",-0.69633687,-0.7851013,-0.99992764,-0.7758882,-0.7086682,-0.7320642,0.023396
79,0.39316958,0.2638355,"('wavering', 'unwavering')",-1.0211594,-1.0745072,0.008773234,0.022027206,-0.2064055,-0.2628815,0.056476
70,0.38530922,0.6389072,"('lethargic', 'energetic')",0.12762284,0.1852488,1.2091516,1.1378958,0.5740279,0.6540173,-0.0799894
32,0.36422917,0.44280872,"('unkind', 'kind')",0.112334855,0.21565983,1.0441718,1.0889055,0.506912,0.582458,-0.075546
38,0.3638363,0.5152573,"('untruthful', 'truthful')",0.43081912,0.435886,0.063231364,0.30960417,0.2859623,0.4202491,-0.1342868
2,0.3530653,0.19807021,"('unlikable', 'likable')",0.83745533,0.7394978,0.63270265,0.6129493,0.6077411,0.5168391,0.090902
69,0.34681123,0.14685598,"('lazy', 'industrious')",0.97194123,0.8687589,-0.7441103,-0.47038144,0.1915474,0.1817445,0.0098029
50,-0.33597022,-0.325984,"('clumsy', 'skillful')",-0.1975631,-0.17911877,0.17386721,0.29316467,-0.1198887,-0.070646,-0.0492427
63,-0.33158636,0.065662585,"('unperceptive', 'insightful')",0.83447677,1.0461371,1.3225809,1.5788757,0.6084905,0.8968918,-0.2884013
20,0.33143124,0.27933723,"('rough', 'thoughtful')",0.10728825,0.20850796,0.77480894,0.8293137,0.4045095,0.439053,-0.0345435
10,0.324612,0.36819085,"('unsympathetic', 'sympathetic')",-0.35254997,-0.2946535,0.39199352,0.33133122,0.1213518,0.1349562,-0.0136044
82,-0.3175767,-0.092213236,"('poor', 'rich')",-0.067159384,0.071203955,6.426884,6.348269,2.0140494,2.1090865,-0.0950371
40,-0.27930754,0.2562717,"('stingy', 'generous')",0.14107417,0.22614007,-1.8000067,-1.4995801,-0.6460801,-0.3390561,-0.307024
77,-0.2747541,-0.4193962,"('unmotivated', 'motivated')",0.84043473,0.83406645,-0.67921454,-0.746567,-0.0378446,-0.1106323,0.0727877
75,-0.25327688,0.07444446,"('meek', 'impulsive')",0.26745358,0.06173237,-0.08936463,-0.04194666,-0.0250626,0.0314101,-0.0564727
51,-0.24175155,-0.29264522,"('uneducated', 'educated')",-0.5302192,-0.4360765,0.6103579,0.57429975,-0.053871,-0.051474,-0.002397
49,-0.23730543,-0.44338176,"('unable', 'able')",-0.08088613,-0.011340033,-0.20065665,0.13409787,-0.1729494,-0.1068746,-0.0660748
34,0.23585805,0.14906119,"('mean', 'honorable')",0.29630432,0.34540883,6.413231,6.3286333,2.315131,2.2743678,0.0407632
28,-0.21765952,0.030889302,"('disloyal', 'loyal')",-0.4389313,-0.29588538,0.5624649,0.63231015,-0.0313753,0.122438,-0.1538133
46,0.19139382,0.37409282,"('uncompetitive', 'competitive')",1.0194103,0.9714548,0.52306026,0.27283406,0.5779548,0.5394606,0.0384942
13,-0.18625197,-0.13928775,"('impolite', 'polite')",-0.31456345,-0.2777248,0.054940946,0.103730924,-0.1486248,-0.1044272,-0.0441976
83,0.16134098,-0.16281824,"('powerless', 'powerful')",0.65036863,0.49781016,-0.5777176,-0.71479285,0.0779973,-0.1266003,0.2045976
64,0.15134671,0.09585936,"('shy', 'confident')",0.98662484,0.7969629,-5.6490717,-5.73142,-1.5037001,-1.6128659,0.1091658
67,-0.15108328,-0.27126586,"('doubtful', 'determined')",0.44280916,0.27149224,-0.2748038,-0.361527,0.0056407,-0.1204335,0.1260742
66,0.14205953,-0.16453746,"('inactive', 'active')",-0.7387035,-0.8885858,1.0795021,1.0460218,0.1609527,-0.0023671,0.1633198
26,-0.124580316,-0.21218476,"('hardhearted', 'benevolent')",0.43193495,0.44652763,0.7671764,0.84945357,0.358177,0.3612655,-0.0030885
58,-0.122294135,-0.21785428,"('undiscriminating', 'discriminating')",0.5000645,0.4820545,-0.12642771,0.0024713138,0.0837809,0.0888905,-0.0051096
86,0.11694042,0.290546,"('uninfluential', 'influential')",-0.37981895,-0.31907952,-0.15388818,-0.109313495,-0.1389222,-0.045949,-0.0929732
22,-0.09870146,0.038009364,"('untrustworthy', 'trustworthy')",-0.41124704,-0.37614897,-0.94477916,-0.9665452,-0.4849092,-0.434895,-0.0500142
25,-0.09531161,-0.1878865,"('egoistic', 'altruistic')",0.5104166,0.45257288,1.1144106,1.1127514,0.5098385,0.4591459,0.0506926
3,-0.09203906,0.11741868,"('repellent', 'pleasant')",1.1623306,1.2617278,0.43071347,0.25185227,0.500335,0.5436662,-0.0433312
57,0.091087036,0.28679574,"('unimaginative', 'imaginative')",-0.052288596,-0.11099127,-2.3297524,-2.2223365,-0.7636514,-0.6821774,-0.081474
47,-0.07461785,-0.07897455,"('stupid', 'smart')",0.09945292,0.12699413,5.5301447,5.348918,1.8516599,1.7989791,0.0526808
68,0.07268852,0.2339701,"('dependent', 'independent')",-0.7519349,-0.63613236,-0.5651158,-0.267012,-0.4147874,-0.2230581,-0.1917293
14,-0.055168558,-0.28819516,"('antisocial', 'social')",0.81964725,0.7970963,-0.7787504,-0.864366,-0.0047572,-0.1184883,0.1137311
59,0.04720074,0.37781173,"('foolish', 'wise')",0.7462786,0.7150775,-0.22654074,0.05513588,0.1889795,0.3826751,-0.1936956
29,-0.032607652,-0.071515664,"('unfair', 'fair')",0.03250689,0.12494396,-0.7774368,-0.6972052,-0.2591792,-0.2145923,-0.0445869
54,0.0040871575,-0.38753676,"('incapable', 'capable')",-0.4166414,-0.46133596,0.8095372,1.092503,0.1323276,0.0812101,0.0511175
