,h_male,h_female,tuple,c_male,c_female,a_male,a_female,healthcare_male,healthcare_female,average_male,average_female,female-male
6,5.2526674,4.816939,"('liked', 'disliked')",5.383968,5.969698,4.255017,4.204914,3.062616,3.1206222,4.488566875457764,4.528043270111084,0.03947639465332031
75,5.053381,4.601119,"('confident', 'shy')",7.0056243,6.856675,4.257983,4.094185,4.2528677,4.1869955,5.142464637756348,4.934743881225586,-0.20772075653076172
95,-4.709774,-4.3928375,"('rich', 'poor')",-5.479868,-5.6191688,-5.54408,-5.660554,-4.1369476,-4.1344547,-4.967667579650879,-4.951753616333008,0.015913963317871094
27,-4.560419,-4.096223,"('sincere', 'insincere')",-4.7517776,-5.1137066,-4.7484765,-4.781503,-5.1082926,-5.0583057,-4.792241096496582,-4.762434482574463,0.02980661392211914
40,-4.0719533,-3.8845499,"('honorable', 'mean')",-4.940078,-5.010788,-3.355069,-3.4942946,-4.1849203,-4.3947115,-4.138005256652832,-4.1960859298706055,-0.05808067321777344
53,-3.6652572,-3.3121805,"('smart', 'stupid')",-4.4754753,-4.5984755,-4.3243756,-4.346325,-3.6905508,-3.775302,-4.038914680480957,-4.008070945739746,0.030843734741210938
86,2.9456134,2.732299,"('self-reliant', 'helpless')",3.3260617,3.5815513,1.798177,1.834563,1.86536,1.8990638,2.4838030338287354,2.511869430541992,0.028066396713256836
50,2.544677,2.2689662,"('unprejudiced', 'prejudiced')",2.399356,2.6354666,2.1030297,1.9751623,1.5873733,1.5283768,2.158608913421631,2.1019928455352783,-0.05661606788635254
81,2.3270144,2.0996413,"('industrious', 'lazy')",1.4011408,1.8787508,1.737736,1.6990438,0.6175833,0.4246902,1.5208685398101807,1.525531530380249,0.004662990570068359
58,-2.1228695,-1.98755,"('able', 'clumsy')",-1.6440129,-1.6706612,-1.2989755,-1.3238338,-1.1673441,-0.95720583,-1.558300495147705,-1.4848127365112305,0.07348775863647461
28,-2.0678496,-1.8777467,"('honest', 'dishonest')",-1.5845377,-1.61567,-1.6311848,-1.7270889,-1.3524436,-1.2935865,-1.6590039730072021,-1.6285231113433838,0.03048086166381836
12,-1.9957306,-1.914644,"('sympathetic', 'unsympathetic')",-1.318316,-1.8164264,-2.0379958,-2.128885,-0.9376416,-0.8782182,-1.5724209547042847,-1.684543490409851,-0.1121225357055664
3,1.9811201,1.8463863,"('likable', 'unlikable')",1.5928342,1.8165653,1.5100329,1.3276552,0.5827169,0.5065067,1.4166760444641113,1.3742783069610596,-0.04239773750305176
13,-1.9595397,-1.9746304,"('helpful', 'unhelpful')",-1.1570512,-1.8117225,-1.7456306,-1.9058763,-3.3001766,-3.2826555,-2.0405995845794678,-2.2437212467193604,-0.20312166213989258
33,-1.9317405,-1.7992115,"('softhearted', 'hardhearted')",-2.417898,-2.2093263,-1.0274097,-0.9256936,-1.1720676,-1.0604784,-1.6372789144515991,-1.4986774921417236,0.1386014223098755
78,1.927015,1.7472706,"('active', 'inactive')",1.3017597,1.1508787,1.9876052,1.3911014,1.0047293,0.7542862,1.5552772283554077,1.260884165763855,-0.29439306259155273
38,-1.9193782,-1.6626798,"('kind', 'unkind')",-1.4987268,-1.6090522,-2.0355592,-1.9733262,-2.7822325,-2.589192,-2.058974266052246,-1.9585624933242798,0.10041177272796631
48,1.76903,1.6273861,"('reliable', 'unreliable')",2.6342964,2.4865189,1.3086615,1.1191777,1.2096953,1.1034582,1.7304208278656006,1.5841352939605713,-0.1462855339050293
87,-1.7505406,-1.4999835,"('dedicated', 'undedicated')",-1.054172,-1.303519,-1.1316134,-1.0679749,-0.7297195,-0.6500667,-1.1665114164352417,-1.1303861141204834,0.0361253023147583
101,-1.6475974,-1.5159872,"('successful', 'unsuccessful')",-0.97439796,-1.0986803,-2.4061403,-2.173715,-2.0396948,-1.9122846,-1.7669576406478882,-1.6751668453216553,0.09179079532623291
41,1.6149375,1.7544323,"('incorrupt', 'corrupt')",0.95896804,1.6874331,2.2191465,2.418833,1.266138,1.3271506,1.5147974491119385,1.7969622611999512,0.2821648120880127
66,1.489508,1.343961,"('imaginative', 'unimaginative')",2.1226792,2.0995133,1.0881232,1.0376737,1.8848388,1.842123,1.646287441253662,1.580817699432373,-0.06546974182128906
1,-1.4874613,-1.5227045,"('friendly', 'unfriendly')",-2.3322873,-1.8175201,-0.85035896,-0.7755853,-0.6007084,-0.6588898,-1.3177040815353394,-1.193674921989441,0.12402915954589844
85,-1.4828281,-1.6476847,"('ambitious', 'unambitious')",-0.3546026,-0.508014,-1.5513082,-1.5626595,-0.1630081,-0.16314663,-0.8879367113113403,-0.9703762531280518,-0.08243954181671143
73,-1.465313,-1.6122411,"('brilliant', 'incompetent')",-0.34540123,-1.197581,-2.8155499,-3.032358,-1.2069702,-1.2674377,-1.4583085775375366,-1.777404546737671,-0.3190959692001343
34,-1.4559505,-1.2664964,"('loyal', 'disloyal')",-1.9675052,-1.9153135,-1.3204908,-1.1460375,-0.94908834,-0.8048003,-1.4232587814331055,-1.2831618785858154,0.14009690284729004
2,-1.4558141,-1.2038125,"('friendly', 'unfriendly')",-0.7032888,-1.1985165,-2.102823,-2.0354116,-0.75635666,-0.5165638,-1.2545706033706665,-1.238576054573059,0.015994548797607422
37,1.4184666,1.4478132,"('good', 'evil')",0.6268013,1.0286651,1.9734445,2.0159554,1.865825,1.6497443,1.4711343050003052,1.5355443954467773,0.06441009044647217
32,-1.3610226,-1.2062914,"('benevolent', 'hardhearted')",-1.934588,-1.4184825,-0.67500556,-0.47398028,-1.5310231,-1.4670523,-1.375409722328186,-1.1414515972137451,0.23395812511444092
71,-1.3221638,-1.4282824,"('efficient', 'inefficient')",0.24135703,-0.8309188,-1.7656267,-2.0924582,-0.8176586,-0.9018159,-0.9160230159759521,-1.313368797302246,-0.39734578132629395
54,1.3130045,0.8945309,"('smart', 'stupid')",1.3197532,1.1105487,0.46324965,0.21084714,0.26933792,0.07195413,0.8413363099098206,0.5719702243804932,-0.2693660855293274
72,-1.3016224,-1.2856491,"('logical', 'illogical')",-1.188091,-1.1853313,-0.85986567,-0.78580993,-1.432231,-1.2525126,-1.1954524517059326,-1.1273257732391357,0.06812667846679688
45,-1.2700481,-1.4606096,"('cooperative', 'exploitative')",0.29684842,-0.10851078,-1.1460559,-1.1914382,-0.063189596,-0.056638032,-0.5456112623214722,-0.7042991518974304,-0.15868788957595825
74,-1.2617956,-1.3835832,"('insightful', 'unperceptive')",-0.7687025,-1.1772823,-1.8091913,-1.8683001,-1.5126514,-1.5760424,-1.3380851745605469,-1.5013020038604736,-0.16321682929992676
11,-1.2262149,-1.3495404,"('caring', 'unaffectionate')",-1.4914222,-1.7377765,-0.9271126,-0.9690563,-1.7250211,-1.7564492,-1.3424427509307861,-1.4532055854797363,-0.1107628345489502
70,1.22377,1.1664646,"('wise', 'unwise')",1.2195585,0.9981952,1.8919218,1.9203824,0.28528997,0.14997071,1.155134916305542,1.0587531328201294,-0.0963817834854126
64,-1.2036793,-0.96938294,"('clever', 'incompetent')",-1.8047378,-1.9346783,-2.4906075,-2.5937147,-0.6052747,-0.48088068,-1.526074767112732,-1.494664192199707,0.0314105749130249
23,1.1948723,1.1263223,"('hospitable', 'inhospitable')",-0.18970156,0.18495023,1.3788141,1.350862,-0.36946952,-0.49037138,0.5036288499832153,0.5429407954216003,0.03931194543838501
25,-1.1566466,-1.0689654,"('moral', 'immoral')",-1.1131876,-1.4846449,-1.9979124,-2.0362134,-1.4169834,-1.3203481,-1.42118239402771,-1.4775429964065552,-0.056360602378845215
100,-1.1447372,-0.9274863,"('influential', 'uninfluential')",-1.0807784,-1.2253442,-1.7778227,-1.7129309,-0.845639,-0.60722065,-1.2122442722320557,-1.1182456016540527,0.09399867057800293
42,1.1295514,1.16323,"('amicable', 'hostile')",-0.033076882,0.6085647,1.9289631,2.1056507,0.90908056,0.9303506,0.9836295247077942,1.2019490003585815,0.21831947565078735
7,1.1265951,0.81179595,"('outgoing', 'distant')",0.8960694,0.969167,1.8960602,1.8854895,0.3689865,0.066934936,1.071927785873413,0.9333468079566956,-0.13858097791671753
46,1.0759709,1.0182403,"('generous', 'stingy')",0.67003673,1.3338847,0.40698248,0.4157985,1.448519,1.5592597,0.9003772735595703,1.0817958116531372,0.1814185380935669
63,-1.066652,-0.9461502,"('capable', 'incapable')",-1.4278337,-1.1676528,-1.3104718,-1.3372514,-0.49761057,-0.5234298,-1.0756421089172363,-0.9936210513114929,0.08202105760574341
51,-1.060906,-0.8818121,"('competent', 'incompetent')",-1.5719814,-1.7175635,-2.3838096,-2.432219,-0.55989033,-0.62798077,-1.3941468000411987,-1.4148938655853271,-0.020747065544128418
52,-1.0563723,-0.92308676,"('competitive', 'uncompetitive')",-0.60462826,-1.0594652,-1.941959,-2.0738702,-0.5484712,-0.39852583,-1.0378577709197998,-1.1137369871139526,-0.07587921619415283
29,-0.9815516,-0.6355256,"('honest', 'immoral')",-1.4141594,-1.5294719,-1.6587915,-1.8302596,-1.4682175,-1.358481,-1.380679965019226,-1.3384345769882202,0.04224538803100586
49,-0.97698605,-0.847816,"('responsible', 'irresponsible')",-0.74562013,-1.2692068,-2.163816,-2.3772333,-1.4375249,-1.5369507,-1.330986738204956,-1.5078016519546509,-0.17681491374969482
83,-0.9680792,-0.7184023,"('energetic', 'lethargic')",-0.71210307,-0.93337345,-1.3118248,-1.4479684,-0.12647314,-0.044074893,-0.7796200513839722,-0.7859548330307007,-0.006334781646728516
9,-0.949304,-0.961471,"('sensitive', 'insensitive')",-1.1333177,-1.4849181,-1.8944718,-2.1047368,-1.2467762,-1.2487707,-1.3059673309326172,-1.4499741792678833,-0.1440068483352661
0,-0.922349,-0.5440687,"('sociable', 'unsociable')",-1.316535,-1.150953,-1.9489102,-1.6932187,-0.70693433,-0.4475441,-1.223682165145874,-0.9589461088180542,0.2647360563278198
97,-0.90949726,-0.75521445,"('superior', 'inferior')",-1.2500647,-0.9392341,-0.070584595,0.117458105,-1.2243531,-1.1324329,-0.8636249303817749,-0.6773558259010315,0.1862691044807434
56,0.90707767,1.0589147,"('intelligent', 'dumb')",0.6108488,1.0184989,0.18226175,0.10610875,0.15810877,0.12046468,0.4645742177963257,0.5759967565536499,0.11142253875732422
15,0.9015476,1.2061151,"('polite', 'impolite')",0.40780494,0.6102686,-0.6995234,-0.77182984,0.007897824,0.19676617,0.15443173050880432,0.31033000349998474,0.15589827299118042
67,-0.89302665,-0.6660045,"('discriminating', 'undiscriminating')",-1.5828335,-1.4993699,-0.5454316,-0.31729382,-0.5407181,-0.4994375,-0.8905024528503418,-0.7455264329910278,0.14497601985931396
47,-0.8894774,-0.84924144,"('forgiving', 'unforgiving')",-0.93583846,-1.0006795,-0.74759287,-0.74811596,-0.64180714,-0.56945366,-0.8036789298057556,-0.7918726801872253,0.011806249618530273
82,0.8836915,0.76090145,"('industrious', 'meek')",0.6996217,0.9584702,0.941951,1.037761,-0.19867866,-0.20036988,0.5816463828086853,0.639190673828125,0.0575442910194397
22,0.84785306,0.83736885,"('welcoming', 'disagreeable')",0.025854863,0.3800376,0.9144606,0.63090104,0.7882599,0.7756257,0.6441071033477783,0.6559833288192749,0.011876225471496582
105,-0.84143084,-0.8158487,"('conventional', 'modern')",-1.1815541,-1.2392025,-0.55381703,-0.520443,0.6163362,0.57472277,-0.4901164472103119,-0.5001928806304932,-0.010076433420181274
14,0.82456064,0.5834235,"('supportive', 'unsupportive')",1.1917329,0.9852448,0.18955156,-0.07450801,-0.77940863,-0.8660743,0.3566091060638428,0.15702152252197266,-0.19958758354187012
88,0.8227919,0.76638603,"('impulsive', 'meek')",1.1574445,1.3646767,1.3437586,1.2901101,1.1473999,0.994646,1.1178486347198486,1.1039546728134155,-0.013893961906433105
55,-0.8225696,-0.84956,"('intelligent', 'unintelligent')",-0.93196416,-0.87890005,-1.751559,-1.7137597,-1.0557253,-0.8697854,-1.1404545307159424,-1.0780012607574463,0.062453269958496094
21,0.8174746,0.7158653,"('nice', 'nasty')",1.7513738,1.5401767,1.0653173,0.9218541,0.05938518,0.009162068,0.9233877658843994,0.7967644929885864,-0.126623272895813
18,-0.7545966,-0.67128545,"('social', 'asocial')",0.61198914,0.2101991,-0.9775162,-1.023568,-0.72593117,-0.6152338,-0.4615136981010437,-0.5249720811843872,-0.0634583830833435
90,0.7512663,0.5221849,"('motivated', 'unmotivated')",0.88683486,0.4631554,0.1267263,-0.15219414,0.5611435,0.4443429,0.5814927220344543,0.3193722665309906,-0.26212045550346375
109,0.74644375,0.9699733,"('conservative', 'liberal')",0.13310389,0.09548203,-1.0384603,-1.03094,0.5784218,0.7629318,0.1048772931098938,0.19936177134513855,0.09448447823524475
108,0.74644375,0.9699733,"('conservative', 'liberal')",0.13310389,0.09548203,-1.0384603,-1.03094,0.5784218,0.7629318,0.1048772931098938,0.19936177134513855,0.09448447823524475
30,-0.7217752,-0.4364494,"('honest', 'dishonest')",0.08721955,-0.20165718,-1.2459996,-1.3153486,-1.5626079,-1.4956816,-0.8607907295227051,-0.8622841835021973,-0.0014934539794921875
99,-0.72106117,-0.9476732,"('prestigious', 'insignificant')",-1.1878865,-0.638129,1.2417455,1.3992307,-0.8948176,-0.91331327,-0.39050495624542236,-0.2749711871147156,0.11553376913070679
68,-0.71502274,-0.78379494,"('clever', 'inept')",-0.03172785,-0.5099127,-0.5077201,-0.68066597,-0.8778209,-0.9870256,-0.5330728888511658,-0.7403497695922852,-0.20727688074111938
80,0.701337,0.9282615,"('independent', 'dependent')",-0.22150904,0.08995363,0.08828397,0.15493771,0.91919214,0.969361,0.3718259930610657,0.5356284976005554,0.16380250453948975
98,-0.6633036,-0.7929869,"('prestigious', 'insignificant')",-0.95613134,-0.79895425,0.46656358,0.5499904,-0.43206197,-0.39642957,-0.39623332023620605,-0.35959506034851074,0.03663825988769531
77,0.6388502,0.9275384,"('active', 'inactive')",-0.13295946,0.31945342,0.5529871,0.64566445,0.47056335,0.5501599,0.3823602795600891,0.6107040643692017,0.22834378480911255
60,-0.62528974,-0.1767488,"('educated', 'uneducated')",-1.4678047,-1.0394053,-1.2500741,-1.1199173,-1.217015,-0.9479046,-1.1400458812713623,-0.8209940195083618,0.3190518617630005
10,-0.6023419,-0.8883876,"('affectionate', 'unaffectionate')",-1.0254054,-0.9458505,0.19239253,0.20835593,0.33767465,0.3169048,-0.27442002296447754,-0.3272443413734436,-0.052824318408966064
39,0.59239024,0.61074245,"('right', 'wrong')",0.4132806,0.82795334,0.20657237,0.30691776,-0.26468247,-0.22099584,0.23689018189907074,0.3811544179916382,0.14426423609256744
35,0.5763655,0.9499327,"('fair', 'unfair')",0.4208792,0.70837677,0.80406904,1.0542526,0.8290758,0.9547571,0.6575973629951477,0.9168298244476318,0.25923246145248413
65,-0.56451285,-0.41001382,"('practical', 'impractical')",-0.26116627,-0.46609485,-2.1130214,-2.228361,-1.3660908,-1.3653274,-1.076197862625122,-1.1174492835998535,-0.041251420974731445
4,-0.5452514,-0.61519635,"('likable', 'unlikable')",-0.3952296,-0.32648358,-0.7934941,-0.9447204,-1.0976665,-1.1306566,-0.707910418510437,-0.754264235496521,-0.046353816986083984
107,-0.52396667,-0.35103625,"('conventional', 'modern')",0.10602379,-0.31630683,-1.0896385,-1.1919874,0.5522364,0.613549,-0.23883624374866486,-0.31144535541534424,-0.07260911166667938
76,-0.5128851,-0.33979237,"('secure', 'insecure')",0.33909023,-0.0422827,-0.30213755,-0.3027404,0.18717396,0.24268404,-0.07218961417675018,-0.11053285747766495,-0.038343243300914764
8,0.4287309,0.1739759,"('open', 'distant')",0.16235042,0.13326266,1.3804284,1.3623095,0.43676245,0.14270918,0.6020680665969849,0.45306429266929626,-0.1490037739276886
62,-0.42539924,-0.4462042,"('creative', 'uncreative')",-1.3489985,-1.1784592,-0.45991758,-0.54660994,-0.40823472,-0.44820058,-0.6606374979019165,-0.654868483543396,0.005769014358520508
24,-0.4244508,-0.1493265,"('thoughtful', 'rough')",-1.0065714,-1.0147231,-1.1307224,-0.9340293,-0.86806357,-0.707142,-0.8574520349502563,-0.7013052701950073,0.15614676475524902
61,0.41374153,0.35052726,"('rational', 'irrational')",0.07032424,0.5773612,0.8344071,1.1771365,0.72700226,0.776988,0.5113687515258789,0.7205032706260681,0.2091345191001892
89,-0.41006076,-0.28617835,"('daring', 'anxious')",-0.19426587,-0.25981832,-1.1076882,-1.073264,-0.09211859,0.082129106,-0.451033353805542,-0.3842828869819641,0.06675046682357788
16,-0.40447694,-0.105376005,"('social', 'antisocial')",-0.10334571,-0.2632357,-1.3770425,-1.3544583,-0.4240914,-0.20495448,-0.5772391557693481,-0.48200613260269165,0.0952330231666565
5,-0.37840855,-0.30099636,"('pleasant', 'repellent')",-0.6038201,-0.9523006,-0.9460498,-1.0899842,0.30446166,0.37802085,-0.40595418214797974,-0.491315096616745,-0.08536091446876526
17,-0.3605038,-0.10687485,"('social', 'antisocial')",-0.24528581,-0.14136592,-1.277999,-1.1058953,-0.07771149,0.08962098,-0.49037501215934753,-0.31612876057624817,0.17424625158309937
91,0.35761294,0.15464199,"('resilient', 'nonresilient')",0.25857636,0.13087648,-0.15149592,-0.13303202,-0.85134095,-0.8818965,-0.09666189551353455,-0.18235251307487488,-0.08569061756134033
103,-0.35082743,-0.2795439,"('traditional', 'modern')",0.11335313,-0.09229265,1.2314831,1.189235,1.8284354,1.9470392,0.7056110501289368,0.6911094188690186,-0.014501631259918213
92,0.32944226,0.25090024,"('unwavering', 'wavering')",0.57650375,0.5342548,1.2709439,1.3037746,0.048239216,-0.014056057,0.5562822818756104,0.518718421459198,-0.037563860416412354
106,0.32935533,0.7655651,"('conventional', 'unconventional')",0.19553313,0.5629586,0.043357894,0.34116644,-0.26042983,-0.041193962,0.07695413380861282,0.40712404251098633,0.3301699087023735
79,0.30131972,0.5897725,"('determined', 'doubtful')",0.09141493,0.47716904,-0.2886359,-0.23015743,0.19905739,0.2222931,0.07578903436660767,0.2647692859172821,0.18898025155067444
84,0.26595366,0.15219511,"('self-confident', 'diffident')",-0.12764627,0.0051413774,0.22167261,0.09116845,-1.9282277,-2.0161777,-0.39206191897392273,-0.44191819429397583,-0.0498562753200531
94,-0.25542977,-0.2998665,"('aggressive', 'submissive')",1.2003536,0.8591554,-1.4485464,-1.4850067,0.15533206,0.1366719,-0.08707261830568314,-0.19726146757602692,-0.11018884927034378
102,-0.23210663,-0.20516232,"('eminent', 'low')",0.6910634,0.5920321,0.087073505,0.117322505,-1.4093754,-1.2453358,-0.2158362865447998,-0.18528589606285095,0.030550390481948853
59,0.21649392,0.12461406,"('skillful', 'clumsy')",0.67356026,0.68403023,0.34779245,0.47639194,-0.5280976,-0.4343601,0.17743724584579468,0.2126690298318863,0.035231783986091614
31,-0.20588097,-0.23064095,"('altruistic', 'egoistic')",-1.6616162,-1.1164116,-0.46682167,-0.34970814,-0.41335005,-0.3084879,-0.686917245388031,-0.5013121366500854,0.18560510873794556
96,0.1755684,0.38870588,"('powerful', 'powerless')",0.859948,0.8614838,-0.3135206,-0.17752197,-0.94133806,-0.7163442,-0.054835572838783264,0.08908088505268097,0.14391645789146423
57,-0.17136587,-0.1769141,"('able', 'unable')",-0.18133612,-0.27067477,-0.65130496,-0.69030714,-0.94542056,-0.97176814,-0.48735690116882324,-0.5274160504341125,-0.04005914926528931
20,-0.12939498,0.0054826587,"('popular', 'unpopular')",-0.4709092,-0.10527739,-0.8968245,-0.89762986,-1.1961187,-1.105851,-0.6733118295669556,-0.525818943977356,0.1474928855895996
44,-0.11448999,-0.28867882,"('truthful', 'untruthful')",0.5426117,0.1183213,-0.47634083,-0.65670204,-1.4718184,-1.4966266,-0.38000938296318054,-0.5809215307235718,-0.20091214776039124
69,-0.10476437,-0.1651222,"('wise', 'foolish')",0.62978756,0.793098,0.22844663,0.39209637,-0.033236727,-0.069565535,0.18005827069282532,0.23762664198875427,0.057568371295928955
36,-0.10193819,0.010872513,"('tolerant', 'intolerant')",-0.68570554,-0.82477665,-1.4391055,-1.6459639,-1.244905,-1.1323999,-0.867913544178009,-0.8980669975280762,-0.03015345335006714
43,-0.083728015,0.08015817,"('genuine', 'fake')",-0.074588075,-0.32946002,-0.6947474,-0.60074556,-0.42117465,-0.3127283,-0.31855952739715576,-0.2906939387321472,0.027865588665008545
93,-0.06718248,0.19005719,"('dominating', 'dominated')",1.3527229,0.89775056,-1.1822895,-1.0072905,-0.5855042,-0.33826944,-0.1205633282661438,-0.06443803757429123,0.05612529069185257
19,0.060657263,0.14084172,"('funny', 'boring')",-0.048300505,0.26334304,0.25739634,0.4416256,-0.25278968,-0.23338264,0.004240855574607849,0.1531069278717041,0.14886607229709625
104,-0.053048223,0.09591849,"('conventional', 'unconventional')",-0.9262092,-0.6274983,0.4352287,0.7824341,-0.71218324,-0.54945064,-0.3140529990196228,-0.07464909553527832,0.23940390348434448
26,-0.024499625,0.11511694,"('trustworthy', 'untrustworthy')",0.1483416,0.14995812,-0.14731595,-0.15139562,0.43755037,0.46771735,0.10351909697055817,0.14534920454025269,0.04183010756969452
110,-0.023535728,-0.2380535,"('narrow-minded', 'open-minded')",-0.015044719,-0.151997,0.121279165,0.116308264,0.33099407,0.33032203,0.10342319309711456,0.014144949615001678,-0.08927824348211288
